Unnamed: 0,OID,PID,NID,Source,Yr_Comp,floors_no,Orig floors_no,socio_eco,label,WIAAM,NOUR,ARAM,NAIM,DAVID,ulabel,IMGAVAL,final_label
2684,Ra_153,Ra_153,Dar_EzFL6kqgdDbQ5KC62wyUDZ,Dar,-999,6,-999.0,Minority low-income zone,-999,post1990,-999,-999,1956-1971,,1956-1971,1,1956-1971
2685,Ra_1544,Ra_1544,Dar_DVH9arV3cyWnYoi2nasQGM,Dar,-999,15,15.0,Minority low-income zone,-999,post1990,1972-1990,-999,-999,,post1990,1,post1990
2686,Ra_156,Ra_156,Dar_SrnNV6BZ7qCWoWnKPCjq3U,Dar,-999,-999,-999.0,-999,-999,1935-1955,-999,-999,-999,,1935-1955,0,
2687,Ra_157,Ra_157,Dar_YtDV8SiXhdqbo6xVeToCNq,Dar,-999,-999,-999.0,Minority low-income zone,-999,1935-1955,1956-1971,-999,-999,,1956-1971,1,1956-1971
2688,Ra_1578,Ra_1578,Dar_8L6jLhVTCBooSoTAPGeHHn,Dar,-999,7,7.0,Minority low-income zone,-999,1972-1990,1956-1971,-999,-999,,1972-1990,1,1972-1990
2689,Ra_1597,Ra_1597,Dar_Nam9Uuc6mJB7YAdGEv4Epz,Dar,-999,10,10.0,Minority low-income zone,-999,post1990,1972-1990,-999,-999,,post1990,1,post1990
2690,Ra_160,Ra_160,Dar_aRMagJZukMhZsmxkhfGnT4,Dar,-999,-999,-999.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2691,Ra_161,Ra_161,Dar_SevySQcKFsSZqBGRa3FLM2,Dar,-999,-999,-999.0,-999,-999,-999,1956-1971,-999,-999,,-999,0,
2692,Ra_162,Ra_162,Dar_DNtnj57XqgxCbGUPbVc8w6,Dar,-999,8,8.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2693,Ra_163,Ra_163,Dar_KzxRobGirhf3p9jERns9Dc,Dar,-999,8,8.0,Minority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
2694,Ra_1643,Ra_1643,Dar_3AmRftazaa7BDfsApvWjJU,Dar,-999,6,6.0,Minority low-income zone,-999,-999,-999,-999,post1990,,post1990,1,post1990
2695,Ra_1686,Ra_1686,Dar_WjKGPhfRhiJ8nnhbmz6qgr,Dar,-999,10,10.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2696,Ra_170,Ra_170,Dar_n4WvsLSFbSdBcuJfbKdN8J,Dar,-999,8,8.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2697,Ra_172,Ra_172,Dar_ATo8zaeaXUvQFFsiTPtjA7,Dar,-999,6,6.0,Minority low-income zone,-999,1935-1955,1956-1971,-999,-999,,1935-1955,1,1935-1955
2698,Ra_176,Ra_176,Dar_a6miTmecFddbUxZ3CiMDf8,Dar,-999,-999,-999.0,-999,-999,-999,-999,-999,-999,,-999,0,
2699,Ra_1760,Ra_1760,Dar_BZVPWUSsYcM39uwmjetyFD,Dar,-999,3,3.0,Minority low-income zone,-999,pre1935,pre1935,-999,pre1935,,pre1935,1,pre1935
2700,Ra_1780,Ra_1780,Dar_8w4a5CFZdnjWELJTp7mJFq,Dar,-999,6,6.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2701,Ra_18,Ra_18,Dar_EqqZ8sH9gazTTXbzN4i3uW,Dar,-999,10,10.0,Not low-income zone,-999,post1990,-999,-999,-999,,-999,0,
2702,Ra_180,Ra_180,Dar_N5UkvXCBQvijrP3GUZNEez,Dar,-999,6,6.0,Minority low-income zone,-999,-999,1956-1971,-999,-999,,-999,0,
2703,Ra_1802,Ra_1802,Dar_grdf3kBmqsK5b6mpeWVAvn,Dar,-999,-999,-999.0,-999,-999,-999,-999,-999,-999,,-999,0,
2704,Ra_1812,Ra_1812,Dar_EhnSRqBQskvMTujHX5R3YC,Dar,-999,3,3.0,Minority low-income zone,-999,pre1935,pre1935,-999,-999,,pre1935,1,pre1935
2705,Ra_1814,Ra_1814,Dar_5oP35439Gye4h8KGpk4VqY,Dar,-999,2,2.0,Minority low-income zone,-999,-999,-999,-999,-999,,-999,0,
2706,Ra_182,Ra_182,Dar_VrisoSi2YnEAWtYpQnhALt,Dar,-999,7,7.0,Minority low-income zone,-999,1972-1990,1956-1971,-999,-999,,1972-1990,1,1972-1990
2707,Ra_1820,Ra_1820,Dar_5dFqrD2FUafX6iwWNrY9y8,Dar,-999,6,6.0,Minority low-income zone,-999,1972-1990,1972-1990,-999,-999,,1972-1990,1,1972-1990
2708,Ra_183,Ra_183,Dar_AaYZZ2Gn3nnNVzVJgRLJhP,Dar,-999,-999,-999.0,Minority low-income zone,-999,-999,-999,-999,-999,,-999,0,
2709,Ra_1835,Ra_1835,Dar_Ahk4Fu93vmGijGY9J2feCz,Dar,-999,8,8.0,Minority low-income zone,-999,-999,-999,-999,1935-1955,,1935-1955,1,1935-1955
2710,Ra_1846,Ra_1846,Dar_JTkBFpfnifahcaevxEFYjF,Dar,-999,3,3.0,Approximately 50% low-income zone,-999,pre1935,1935-1955,-999,-999,,1935-1955,0,
2711,Ra_1847,Ra_1847,Dar_e322buP3Hq5D7MBBJejCvU,Dar,-999,8,8.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2712,Ra_192,Ra_192,Dar_3eoyypj7Wyg4TREhedHmcT,Dar,-999,9,9.0,Minority low-income zone,-999,post1990,post1990,-999,-999,,post1990,1,post1990
2713,Ra_1936,Ra_1936,Dar_8N5XJi3YLEqeGmRs8DxS9g,Dar,-999,12,12.0,Minority low-income zone,-999,post1990,-999,-999,-999,,post1990,1,post1990
2714,Ra_195,Ra_195,Dar_SNrALcQnjbUDaUmiftFGkb,Dar,-999,11,11.0,Minority low-income zone,-999,1972-1990,1956-1971,-999,-999,,1972-1990,1,1972-1990
2715,Ra_1953,Ra_1953,Dar_HsU7X5NpENY4NPS86BnbhY,Dar,-999,14,14.0,Minority low-income zone,-999,post1990,-999,-999,-999,,-999,0,
2716,Ra_1968,Ra_1968,Dar_YFsfT8gJJc3AU7XcqpRYp2,Dar,-999,16,16.0,Minority low-income zone,-999,post1990,post1990,-999,-999,,post1990,1,post1990
2717,Ra_199,Ra_199,Dar_Jg8q2vvHiDB6dQddxf39Ji,Dar,-999,8,8.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2718,Ra_20,Ra_20,Dar_MXbGFoVMhNJie5W3zot7Yo,Dar,-999,14,14.0,Not low-income zone,-999,post1990,-999,post1990,-999,,post1990,1,post1990
2719,Ra_201,Ra_201,Dar_mtJkf7VfXGVdtsxH4bi6jP,Dar,-999,9,9.0,Minority low-income zone,-999,1972-1990,1956-1971,-999,-999,,1972-1990,1,1972-1990
2720,Ra_2014,Ra_2014,Dar_eUbsgZuTh2FJCWxUN4vt83,Dar,-999,7,7.0,Minority low-income zone,-999,post1990,post1990,-999,-999,,post1990,1,post1990
2721,Ra_202,Ra_202,Dar_4rg7TFiUpUnzCcdanCnjAv,Dar,-999,8,-999.0,Minority low-income zone,-999,1972-1990,-999,-999,-999,,1972-1990,1,1972-1990
2722,Ra_203,Ra_203,Dar_C6pwaUGAWWkkeoaHLZwXcY,Dar,-999,4,4.0,Minority low-income zone,-999,1956-1971,1935-1955,-999,-999,,1956-1971,0,
2723,Ra_2033,Ra_2033,Dar_jFGro6TkEpXzBcwYvsA5ch,Dar,-999,4,4.0,Not low-income zone,-999,1935-1955,1935-1955,-999,-999,,1935-1955,1,1935-1955
2724,Ra_204,Ra_204,Dar_2dSXLjgASLa9tHjyKWigqw,Dar,-999,6,6.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2725,Ra_205,Ra_205,Dar_SzqfbFxcfVNUzXtRTYPZNn,Dar,-999,9,9.0,Minority low-income zone,-999,1972-1990,-999,-999,post1990,,post1990,1,post1990
2726,Ra_2066,Ra_2066,Dar_aN3EDAsKcoMavEYhrjtqcE,Dar,-999,7,7.0,Minority low-income zone,-999,-999,1956-1971,-999,-999,,1956-1971,1,1956-1971
2727,Ra_207,Ra_207,Dar_XQU75oWEtvhSUE22uD26cb,Dar,-999,9,9.0,Minority low-income zone,-999,-999,1972-1990,-999,post1990,,post1990,1,post1990
2728,Ra_2078,Ra_2078,Dar_TZdcrFo54ethCrPDV3foge,Dar,-999,6,6.0,Minority low-income zone,-999,1956-1971,1935-1955,-999,-999,,1956-1971,1,1956-1971
2729,Ra_208,Ra_208,Dar_Gbt3WeDXzhKFW9dUfv9wzE,Dar,-999,10,10.0,Approximately 50% low-income zone,-999,post1990,post1990,-999,-999,,post1990,1,post1990
2730,Ra_209,Ra_209,Dar_jRGrybkvRjdB9D6u49bgmB,Dar,-999,5,5.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2731,Ra_211,Ra_211,Dar_VYuyUWGd84NKrSpkEX84To,Dar,-999,8,8.0,Approximately 50% low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2732,Ra_214,Ra_214,Dar_9goy5vH5GVEmba8GsEkwBx,Dar,-999,11,18.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2733,Ra_2171,Ra_2171,Dar_CBBHt8HVJJYpfU5ubm4NVm,Dar,-999,-999,-999.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2734,Ra_2174,Ra_2174,Dar_4jXtBN5VweNq3wgXc3CpKx,Dar,-999,6,6.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,0,
2735,Ra_2176,Ra_2176,Dar_KeYedQirant2KfBQtnw75g,Dar,-999,10,10.0,Minority low-income zone,-999,post1990,post1990,-999,-999,,post1990,1,post1990
2736,Ra_2183,Ra_2183,Dar_dX3eVCRLWJ8CHHyARGMBWH,Dar,-999,8,8.0,Minority low-income zone,-999,-999,1972-1990,-999,-999,,-999,0,
2737,Ra_2211,Ra_2211,Dar_PNr7gJ2LmnKGonrseqzbLQ,Dar,-999,2,2.0,Approximately 50% low-income zone,-999,-999,1935-1955,-999,-999,,1935-1955,0,
2738,Ra_2213,Ra_2213,Dar_B2dvM4DfAegX2wzoSvFrJF,Dar,-999,5,5.0,Approximately 50% low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2739,Ra_2238,Ra_2238,Dar_JUH72QM9g5rzkEe9xmMLz4,Dar,-999,-999,-999.0,Minority low-income zone,-999,1935-1955,1956-1971,-999,-999,,1935-1955,1,1935-1955
2740,Ra_2239,Ra_2239,Dar_HrG4fpeNMjva4x3VjWDnYk,Dar,-999,6,-999.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2741,Ra_2240,Ra_2240,Dar_6U3L7qbg3LWUPBbvtnMtQe,Dar,-999,-999,-999.0,Minority low-income zone,-999,1956-1971,-999,-999,-999,,1956-1971,1,1956-1971
2742,Ra_2241,Ra_2241,Dar_ZZVAkdh9vGFWUJdVZmJbNz,Dar,-999,6,-999.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2743,Ra_2245,Ra_2245,Dar_BsWyhmPA8oympUNdcBdrnQ,Dar,-999,11,11.0,Minority low-income zone,-999,1972-1990,-999,-999,-999,,1972-1990,1,1972-1990
2744,Ra_2251,Ra_2251,Dar_JtkePh2WxaMugsSDuTyeNV,Dar,-999,7,7.0,Minority low-income zone,-999,1935-1955,1956-1971,-999,-999,,1956-1971,1,1956-1971
2745,Ra_2264,Ra_2264,Dar_NkVRwjXnGGDSfZgVjgjVze,Dar,-999,-999,-999.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2746,Ra_2293,Ra_2293,Dar_KUd98GmqXJfBk9Ciq4cNkx,Dar,-999,8,8.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2747,Ra_2295,Ra_2295,Dar_784MzbczNocxFdCD7pfgsB,Dar,-999,-999,-999.0,Minority low-income zone,-999,1935-1955,1935-1955,-999,-999,,1935-1955,1,1935-1955
2748,Ra_2298,Ra_2298,Dar_nfU8xM4CfGe52MNFXW2V7p,Dar,-999,8,8.0,Minority low-income zone,-999,post1990,post1990,-999,-999,,post1990,1,post1990
2749,Ra_23,Ra_23,Dar_5hxncWBjDVhHqDyyf4MQ3s,Dar,-999,6,6.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2750,Ra_2300,Ra_2300,Dar_9YkcBe4vUvzvjGGGgPfNZS,Dar,-999,8,8.0,Minority low-income zone,-999,1972-1990,-999,-999,1956-1971,,1956-1971,1,1956-1971
2751,Ra_2328,Ra_2328,Dar_TZsFBE8tD3RAoucVJTm8sK,Dar,-999,8,8.0,Minority low-income zone,-999,1956-1971,-999,-999,-999,,-999,0,
2752,Ra_2405,Ra_2405,Dar_RfV96p5vagANmCeDxQLhZf,Dar,-999,-999,-999.0,Minority low-income zone,-999,1935-1955,1956-1971,-999,-999,,1935-1955,1,1935-1955
2753,Ra_2414,Ra_2414,Dar_ds7mzc9CYCYbK4hzB4HAhg,Dar,-999,6,6.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2754,Ra_2452,Ra_2452,Dar_Urq2R7FEJCiRChWqf7G7mj,Dar,-999,12,12.0,Minority low-income zone,-999,post1990,post1990,-999,-999,,post1990,1,post1990
2755,Ra_2543,Ra_2543,Dar_89BuCpUJf6bfdrnXtQomD4,Dar,-999,10,10.0,Minority low-income zone,-999,1972-1990,-999,-999,-999,,1972-1990,1,1972-1990
2756,Ra_2546,Ra_2546,Dar_8Qk7tJ5VihMUhYdvzwnFSW,Dar,-999,6,6.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2757,Ra_2547,Ra_2547,Dar_ERFMhK2NTQxzZvTU9dT2Ys,Dar,-999,6,6.0,Minority low-income zone,-999,1956-1971,1935-1955,-999,-999,,1956-1971,1,1956-1971
2758,Ra_2595,Ra_2595,Dar_nT6aBc9DUYRhVJgTS785mg,Dar,-999,7,7.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1935-1955
2759,Ra_2597,Ra_2597,Dar_7sL8i4e5YHXLdMNeD7PXMk,Dar,-999,6,6.0,Minority low-income zone,-999,1935-1955,1935-1955,-999,-999,,1935-1955,1,1935-1955
2760,Ra_26,Ra_26,Dar_cizj2eqzMnpRvJ6f4RKoe3,Dar,-999,6,6.0,Minority low-income zone,-999,1935-1955,-999,-999,1935-1955,,1935-1955,1,1935-1955
2761,Ra_2609,Ra_2609,Dar_WSTBdbMYrxWDS8E4inVj9r,Dar,-999,8,8.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2762,Ra_2612,Ra_2612,Dar_A6BQpZLkyrTsT3Ehc4L9UD,Dar,-999,12,12.0,Minority low-income zone,-999,post1990,-999,post1990,-999,,post1990,1,post1990
2763,Ra_2613,Ra_2613,Dar_9toDtHuGqTCd6k3SaLZgPm,Dar,-999,11,11.0,Minority low-income zone,-999,1972-1990,-999,-999,1956-1971,,1956-1971,1,1956-1971
2764,Ra_2614,Ra_2614,Dar_ZDfz6ka2akiDRanT3ov3KK,Dar,-999,13,13.0,Minority low-income zone,-999,1972-1990,-999,-999,post1990,,post1990,1,post1990
2765,Ra_2653,Ra_2653,Dar_FDAdBHXZ7op3C7VzXHYo5u,Dar,-999,3,3.0,Minority low-income zone,-999,-999,1935-1955,-999,-999,,-999,0,
2766,Ra_2717,Ra_2717,Dar_Hr4UtXj2t8WhHkPkc2wmcS,Dar,-999,6,6.0,Minority low-income zone,-999,1935-1955,1956-1971,-999,-999,,1935-1955,1,1935-1955
2767,Ra_2827,Ra_2827,Dar_NwoPof9maxAVoiB2BqSZnE,Dar,-999,7,7.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1935-1955
2768,Ra_2863,Ra_2863,Dar_KejvTrRfSS9vsQPaTLsJPJ,Dar,-999,8,8.0,Minority low-income zone,-999,1956-1971,-999,-999,-999,,1956-1971,0,
2769,Ra_29,Ra_29,Dar_KpABQzycg2S9txUkeVkUZZ,Dar,-999,2,2.0,Minority low-income zone,-999,1956-1971,-999,1972-1990,-999,,1972-1990,1,1972-1990
2770,Ra_2959,Ra_2959,Dar_4VMzJtEPWSmhTKpWfwKSmB,Dar,-999,2,2.0,Minority low-income zone,-999,-999,-999,-999,-999,,-999,0,
2771,Ra_3018,Ra_3018,Dar_AMg7k9sA9kui2oKeMxMhf8,Dar,-999,6,6.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2772,Ra_3019,Ra_3019,Dar_NNMzUeFJCgsxgmNGsyJJrU,Dar,-999,6,6.0,Minority low-income zone,-999,1935-1955,1956-1971,-999,-999,,1935-1955,1,1935-1955
2773,Ra_3024,Ra_3024,Dar_nuNXXvsdvaxFSMkYPzCh4E,Dar,-999,10,10.0,Minority low-income zone,-999,-999,1972-1990,-999,1956-1971,,1956-1971,1,1956-1971
2774,Ra_3026,Ra_3026,Dar_NiVvKUgZyGqAyiX3677SGd,Dar,-999,6,6.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2775,Ra_3027,Ra_3027,Dar_E5QqHvgLxNWJFsFsXc9t6d,Dar,-999,7,7.0,Minority low-income zone,-999,1956-1971,-999,-999,-999,,1956-1971,1,1956-1971
2776,Ra_3095,Ra_3095,Dar_4rp2JFKpRNnY8fGyBZiruH,Dar,-999,7,7.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2777,Ra_31,Ra_31,Dar_Eoq5JxvpHLwYD4YrN2HmDV,Dar,-999,9,9.0,Minority low-income zone,-999,1972-1990,-999,-999,1956-1971,,1956-1971,1,1956-1971
2778,Ra_3213,Ra_3213,Dar_UBbpBfFCd2R4mXvfM3GqGY,Dar,-999,5,5.0,Approximately 50% low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2779,Ra_34,Ra_34,Dar_ctFXvxBUqsLBfreb8SfbVa,Dar,-999,8,8.0,Minority low-income zone,-999,1972-1990,1956-1971,-999,-999,,1972-1990,1,1972-1990
2780,Ra_3431,Ra_3431,Dar_hnX6xZb4esmGzfWdJMDTCf,Dar,-999,9,9.0,Minority low-income zone,-999,1972-1990,1956-1971,-999,-999,,1972-1990,1,1972-1990
2781,Ra_3500,Ra_3500,Dar_Rac7YNEYUG7Xcxsp3UtkGv,Dar,-999,12,12.0,Approximately 50% low-income zone,-999,1972-1990,1956-1971,-999,-999,,1972-1990,1,1972-1990
2782,Ra_3519,Ra_3519,Dar_7KRxfoHRbikMgedb24eaqy,Dar,-999,9,9.0,Minority low-income zone,-999,post1990,-999,-999,-999,,-999,0,
2783,Ra_3541,Ra_3541,Dar_R7yc3jL7JiXDttwYmvczQo,Dar,-999,4,4.0,Minority low-income zone,-999,1935-1955,1935-1955,-999,-999,,1935-1955,1,1935-1955
2784,Ra_3650,Ra_3650,Dar_oVsAADcKd4XXdrrfQg9Bmm,Dar,-999,-999,-999.0,Minority low-income zone,-999,1972-1990,1972-1990,-999,-999,,1972-1990,1,1972-1990
2785,Ra_3702,Ra_3702,Dar_fWEXvaNHvDA3x6hQP8GZnn,Dar,-999,10,10.0,Minority low-income zone,-999,1972-1990,1956-1971,-999,-999,,1972-1990,1,1972-1990
2786,Ra_3735,Ra_3735,Dar_BUUoNDURw8UB2hQjYDAw4c,Dar,-999,7,7.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2787,Ra_38,Ra_38,Dar_5rZytgCRdXuQJFVodskZwx,Dar,-999,4,4.0,Not low-income zone,-999,-999,-999,-999,-999,,-999,0,
2788,Ra_52,Ra_52,Dar_DbLf3jdqXksF25VR2XZKwb,Dar,-999,9,9.0,Not low-income zone,-999,1972-1990,-999,-999,-999,,-999,0,
2789,Ra_53,Ra_53,Dar_UBFFRm3K5fSmRHUKbi73TA,Dar,-999,9,9.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2790,Ra_59,Ra_59,Dar_3bGXLxE2MSgMiM3HeFPSVT,Dar,-999,9,9.0,Minority low-income zone,-999,post1990,-999,-999,1956-1971,,1956-1971,1,1956-1971
2791,Ra_69,Ra_69,Dar_oVa9YqQfNHWNMD7ZJ4suVc,Dar,-999,-999,-999.0,Minority low-income zone,-999,1935-1955,1935-1955,-999,-999,,1935-1955,1,1935-1955
2792,Ra_70,Ra_70,Dar_Fh75djCpiFR8NujDEfQGGk,Dar,-999,6,-999.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2793,Ra_72,Ra_72,Dar_4QQrmzpqwoaxafRQ3TovHY,Dar,-999,4,4.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2794,Ra_74,Ra_74,Dar_A48oU4WX8H2p9UddbwuxSW,Dar,-999,3,3.0,Minority low-income zone,-999,-999,-999,-999,-999,,-999,0,
2795,Ra_75,Ra_75,Dar_jPPPDGM3fXnUKDucDq29m4,Dar,-999,-999,-999.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2796,Ra_76,Ra_76,Dar_GC62khNY8beB4NzTmjApsW,Dar,-999,3,3.0,Minority low-income zone,-999,-999,1956-1971,-999,-999,,-999,0,
2797,Ra_814,Ra_814,Dar_UhUf6bU45JzpuDg9dQFwK6,Dar,-999,7,7.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2798,Ra_817,Ra_817,Dar_TeYMoyxCb67owgi93eHCfn,Dar,-999,10,10.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2799,Ra_819,Ra_819,Dar_EPYPuffqa5HQgWvESTzpsE,Dar,-999,9,9.0,Minority low-income zone,-999,1972-1990,1956-1971,-999,-999,,1972-1990,1,1972-1990
2800,Ra_82,Ra_82,Dar_7qomn2tR8gCBJfLPqJ8FRc,Dar,-999,4,4.0,Minority low-income zone,-999,1935-1955,1935-1955,-999,-999,,1935-1955,1,1935-1955
2801,Ra_821,Ra_821,Dar_XVh6Pqo24rHz2oap5oK327,Dar,-999,12,12.0,Minority low-income zone,-999,post1990,-999,-999,-999,,post1990,1,post1990
2802,Ra_841,Ra_841,Dar_BAbCLRFKnDZGX4F484DCZK,Dar,-999,12,12.0,Minority low-income zone,-999,post1990,post1990,-999,-999,,post1990,1,post1990
2803,Ra_842,Ra_842,Dar_8Wdudj5gudbj4j6Ga9fe8Q,Dar,-999,7,7.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2804,Ra_846,Ra_846,Dar_mHdUVWQufvdUgLsiauRE25,Dar,-999,5,5.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2805,Ra_847,Ra_847,Dar_WXcQoiPJczPZSB5GXmrrSr,Dar,-999,7,7.0,Minority low-income zone,-999,1935-1955,1956-1971,-999,-999,,1956-1971,1,1956-1971
2806,Ra_848,Ra_848,Dar_JK28DKStoLvsityTEfKYcY,Dar,-999,8,8.0,Minority low-income zone,-999,1972-1990,1956-1971,-999,-999,,1972-1990,1,1972-1990
2807,Ra_849,Ra_849,Dar_P5BYfGHNDxwU4hAz3LS2wV,Dar,-999,8,8.0,-999,-999,1972-1990,1956-1971,-999,-999,,-999,0,
2808,Ra_85,Ra_85,Dar_gdLxkvcsuSLy3Bmja2tLKc,Dar,-999,7,7.0,Minority low-income zone,-999,1956-1971,1935-1955,-999,-999,,1956-1971,1,1956-1971
2809,Ra_851,Ra_851,Dar_LhUkoFcaD7nwjCu2HYeiPd,Dar,-999,10,10.0,Minority low-income zone,-999,post1990,-999,post1990,-999,,post1990,1,post1990
2810,Ra_858,Ra_858,Dar_DxLPz9AEUtuBseUbX6HDuW,Dar,-999,15,15.0,Approximately 50% low-income zone,-999,post1990,post1990,-999,-999,,post1990,1,post1990
2811,Ra_860,Ra_860,Dar_EWfi4YQ427osFc2hCn8fJM,Dar,-999,6,6.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2812,Ra_863,Ra_863,Dar_mNP3kfeNkbubskLtzZgVSu,Dar,-999,5,5.0,Minority low-income zone,-999,1935-1955,1935-1955,-999,-999,,1935-1955,1,1935-1955
2813,Ra_866,Ra_866,Dar_RRoVawVDz53FfhHhyeoSJA,Dar,-999,8,8.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2814,Ra_867,Ra_867,Dar_UibBbkKoovAHfB8tqQCi3f,Dar,-999,7,7.0,Minority low-income zone,-999,-999,-999,-999,1956-1971,,1956-1971,1,1956-1971
2815,Ra_869,Ra_869,Dar_AyFCdMqZwwHgcFonckBHMd,Dar,-999,10,10.0,Minority low-income zone,-999,post1990,post1990,-999,-999,,post1990,1,post1990
2816,Ra_87,Ra_87,Dar_Ei6ro4EvPkabdzgrThqBmP,Dar,-999,10,10.0,Minority low-income zone,-999,-999,1956-1971,-999,-999,,1956-1971,1,1956-1971
2817,Ra_882,Ra_882,Dar_FMmqyFs66FRrRwoUktu397,Dar,-999,8,8.0,Minority low-income zone,-999,1972-1990,1956-1971,-999,-999,,1972-1990,1,1972-1990
2818,Ra_89,Ra_89,Dar_ermDLZngeDrfebXpLndjhm,Dar,-999,11,11.0,Minority low-income zone,-999,post1990,post1990,-999,-999,,post1990,1,post1990
2819,Ra_91,Ra_91,Dar_2rpTWKunNTAtuerk5VBt9M,Dar,-999,13,13.0,Minority low-income zone,-999,-999,-999,-999,post1990,,post1990,1,post1990
2820,Ra_92,Ra_92,Dar_QKzDbeNckYFnjSmv9dm9vX,Dar,-999,10,10.0,Minority low-income zone,-999,post1990,-999,post1990,-999,,post1990,1,post1990
2821,Ra_95,Ra_95,Dar_Ajq7EuDui6iNnWY6EjbXjz,Dar,-999,8,8.0,Minority low-income zone,-999,1956-1971,1956-1971,-999,-999,,1956-1971,1,1956-1971
2822,Ra_96,Ra_96,Dar_nikMwD7xxTV7B5zi5SEHu8,Dar,-999,8,8.0,Minority low-income zone,-999,1972-1990,1956-1971,-999,-999,,1972-1990,1,1972-1990
2823,Ra_98,Ra_98,Dar_NhNxx8Gk4nVPgvnBVijqVX,Dar,-999,10,10.0,Minority low-income zone,-999,post1990,post1990,-999,-999,,post1990,1,post1990
2824,Re_1122,Re_1122,Dar_Lfekiu9GGgWenj2tCoh9QR,Dar,-999,3,3.0,Approximately 50% low-income zone,-999,pre1935,1935-1955,-999,-999,,1935-1955,1,1935-1955
2825,Re_2009,Re_2009,Dar_QgxGvcmQbbzso7wo9rVbAY,Dar,-999,5,5.0,Approximately 50% low-income zone,-999,1935-1955,1935-1955,-999,-999,,1935-1955,1,1935-1955
2826,Re_2021,Re_2021,Dar_JY7k9qbtTpiz9vnByAdAg9,Dar,-999,5,5.0,Approximately 50% low-income zone,-999,1935-1955,1935-1955,-999,-999,,1935-1955,1,1935-1955
