NID,Source,floors_no,socio_eco,label,has_image,has_tabular
BUL_hWFcgQuCxF3tX5QVcapZod,BUL,11.0,Majority low-income zone,post1990,True,True
BUL_e88KVsGVf2wxWmqsbszMhC,BUL,9.0,Majority low-income zone,post1990,True,True
BUL_XdAoSzGu49SaLYTysgAPiC,BUL,10.0,Majority low-income zone,post1990,True,True
BUL_JpryhHPUC5w2oSEDM8dACj,BUL,10.0,Majority low-income zone,post1990,True,True
BUL_62nJxMdKk2rmg4oL8Acmvn,BUL,11.0,Approximately 50% low-income zone,post1990,True,True
BUL_jjYCXXYdSyP4G56KwK2fDo,BUL,,Majority low-income zone,post1990,True,False
BUL_8Q36jReawyrYD3teNCuiaL,BUL,8.0,Majority low-income zone,post1990,True,True
BUL_LbgBHkjqYitovgwUFcfcnj,BUL,12.0,Majority low-income zone,post1990,True,True
BUL_6rE8VT4Gqz7eff2WAQALaW,BUL,8.0,Majority low-income zone,1972-1990,True,True
BUL_ii8kdUKEWeSpDvopPGkGot,BUL,25.0,Majority low-income zone,post1990,True,True
BUL_eaAVffDo2zrPSQ8UDtKfDu,BUL,12.0,Minority low-income zone,post1990,True,True
BUL_iYJbbyNrqDsJEyFjdSBb3Q,BUL,13.0,Approximately 50% low-income zone,post1990,True,True
BUL_YT4dTKcBxo3A82zziJ5UXh,BUL,12.0,Majority low-income zone,post1990,True,True
BUL_3YjDk5udWxck3gz2iqrrzH,BUL,7.0,Approximately 50% low-income zone,post1990,True,True
BUL_4v86oJgDti6TMucg6GtTex,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_4WcyviXi6iZmZxdjJXPgCa,BUL,12.0,Not low-income zone,post1990,True,True
BUL_eGw2Q46AmyjC3QeKBoTvzS,BUL,12.0,Not low-income zone,post1990,True,True
BUL_ft3cy3YcB3dGQuXEk3eJMG,BUL,22.0,Not low-income zone,post1990,False,True
BUL_7DDqZN6GpiMBDyrmQm7q53,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_MYP42cWCyKgow3efvv2jAV,BUL,12.0,Minority low-income zone,post1990,True,True
BUL_LeqcKHo7hz4NHgMBfC7GX6,BUL,9.0,Minority low-income zone,post1990,True,True
BUL_etaFUMB632xGRUoGWi8aBc,BUL,8.0,Minority low-income zone,post1990,True,True
BUL_mitfZhNZZfhk3PDodFS2em,BUL,9.0,Minority low-income zone,post1990,True,True
BUL_MhvfbBX5dgsGqVsYuk5Krr,BUL,8.0,Minority low-income zone,post1990,True,True
BUL_Vhp87QrcdRALhZPxbVrJ3Q,BUL,8.0,Minority low-income zone,post1990,True,True
BUL_d6LrRsT9DVQtHP3hFdABfC,BUL,15.0,Minority low-income zone,post1990,True,True
BUL_jmwrax6NZUb9BE685qdRtt,BUL,9.0,Minority low-income zone,post1990,True,True
BUL_QgMqevu6DnQp5LMWy6ZXAS,BUL,11.0,Approximately 50% low-income zone,post1990,True,True
BUL_n3RB5iWxbkzKf7SpqUNq5m,BUL,7.0,Minority low-income zone,post1990,True,True
BUL_iWGL37N3VuR5An5eiWfPEW,BUL,,Minority low-income zone,post1990,True,False
BUL_6kNqrZTSVHyu56wsUTpCgb,BUL,11.0,Minority low-income zone,post1990,True,True
BUL_4yMhUMkJTb2qeykcUtoxkR,BUL,39.0,Minority low-income zone,post1990,True,True
BUL_nSGFjbK9ScfsRCKRUVJRib,BUL,14.0,Minority low-income zone,post1990,True,True
BUL_4Mc6uLxYrgDCjchmLrdP5j,BUL,11.0,Minority low-income zone,post1990,True,True
BUL_RiS6GLntjEqGNQxmnacrL2,BUL,8.0,Minority low-income zone,post1990,True,True
BUL_Qfr6S9C8H3F5y6yRTPcvW7,BUL,7.0,Minority low-income zone,1935-1955,True,True
BUL_XptT289uRqtyZNdoPDSDsC,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_DmouQGExYLfaT5EQVSfRZK,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_MEPedCW4r25Z77SnxcvNZ3,BUL,7.0,Approximately 50% low-income zone,post1990,True,True
BUL_oEyL4F4fD94SC2S7aqXqgy,BUL,11.0,Approximately 50% low-income zone,post1990,True,True
BUL_WaLekLMu4NHPu4jFJeLXh4,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_F8fjj4ADNQd6Acn7vcTFTB,BUL,22.0,Approximately 50% low-income zone,post1990,True,True
BUL_9fs8yjbmD7jm3irP3sXNKp,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_NsFXsXZeUD8tj3qNf2n65F,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_QsTzHYNtFk7knJHKCpt2Qe,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_5QYRT2U9a3VM6svmxvgLur,BUL,9.0,Minority low-income zone,post1990,True,True
BUL_F4W2PrtwAwMMg63krQ7xnu,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_WkRAk2JjFNZG2n763dPUB8,BUL,12.0,Approximately 50% low-income zone,1956-1971,True,True
BUL_5CGVkJgDNrdHinkmzWaY5A,BUL,11.0,Majority low-income zone,post1990,True,True
BUL_VDQ9ZyLDNoXf8z4vmAeLwJ,BUL,11.0,Majority low-income zone,post1990,True,True
BUL_GW6TbFwtH9Lc8capgkETRb,BUL,14.0,Approximately 50% low-income zone,post1990,True,True
BUL_TFyPpyNt6Ra3Bu7uZjQ3dK,BUL,3.0,Approximately 50% low-income zone,1935-1955,False,True
BUL_EbxEgRoA3EVDZUicnP7sJx,BUL,9.0,Majority low-income zone,post1990,True,True
BUL_DndbPVcWyJNMtGha5rhz5v,BUL,10.0,Majority low-income zone,post1990,True,True
BUL_G2tBBNTbkJ6yqadTLVpQiq,BUL,10.0,Not low-income zone,post1990,True,True
BUL_CfG2yptBZByyByQLnEpXrr,BUL,10.0,Minority low-income zone,post1990,True,True
BUL_9ufTNHxvD8vkctuinB6Jhs,BUL,11.0,Approximately 50% low-income zone,post1990,True,True
BUL_WxTVAktdsyBG62ZYMCig88,BUL,5.0,Majority low-income zone,1956-1971,True,True
BUL_2vTyMbDBQ9Exuk8XVpoiKY,BUL,13.0,Majority low-income zone,post1990,True,True
BUL_FaHf6sZJCNR5gW4UAPbhSr,BUL,11.0,Majority low-income zone,post1990,True,True
BUL_i4s6WZhK9CJAuX5R98Cwaf,BUL,6.0,Majority low-income zone,post1990,True,True
BUL_hf6BK5nAeThzwSHzHLbyki,BUL,10.0,Majority low-income zone,post1990,True,True
BUL_oYHoEhU9gpNVssfQ7BR6ns,BUL,10.0,Majority low-income zone,post1990,True,True
BUL_4ipB99HMeDkhDn58u2xZpG,BUL,3.0,Majority low-income zone,post1990,False,True
BUL_WZT6ez5Qx6Wmiwjj3smVKH,BUL,,Not low-income zone,post1990,True,False
BUL_BKtcPECrYEyASqbAVeWgK8,BUL,9.0,Not low-income zone,post1990,True,True
BUL_KZdDk7AQNBF8NypJn3pdFr,BUL,12.0,Not low-income zone,post1990,True,True
BUL_YGhVQdD9VedRxrXCSNF5g9,BUL,12.0,Not low-income zone,post1990,True,True
BUL_oWJ6curegNrZyuRyRNFN2x,BUL,12.0,Not low-income zone,post1990,True,True
BUL_mnUkm97WNS9ayweQDTJDm3,BUL,10.0,Not low-income zone,post1990,True,True
BUL_SfzVc3jZnhyn4useBohyA6,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_5tb9TV2YPu5NuoebwTjrue,BUL,3.0,Minority low-income zone,pre1935,True,True
BUL_TiuviBt5AFDSKGesvQakBZ,BUL,14.0,Minority low-income zone,post1990,True,True
BUL_fAn8Ge9tc2RLLVR9hxAHgq,BUL,10.0,Minority low-income zone,post1990,True,True
BUL_3MWaZ2ae7dZZUVqa8tPymh,BUL,15.0,Minority low-income zone,post1990,True,True
BUL_ASAxSiXPJxnHUqRaieFXAa,BUL,9.0,Minority low-income zone,post1990,True,True
BUL_XdVbdePjLVymhW4X48cURP,BUL,8.0,Minority low-income zone,post1990,True,True
BUL_h3vw5yUeJJWwMU2zNEeCzr,BUL,10.0,Minority low-income zone,post1990,True,True
BUL_knG7yazf5YvED78XjmoE6i,BUL,14.0,Minority low-income zone,post1990,True,True
BUL_AFtMqgvkm2i4X4LXPAzmdg,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_W7eH28RP7HZEFWwGyCXj6d,BUL,7.0,Approximately 50% low-income zone,post1990,True,True
BUL_KnhqiJxuBhesiSDpD6gfKP,BUL,,Minority low-income zone,1956-1971,True,False
BUL_mA8Y3fubaEF2s6GtbN9nS4,BUL,12.0,Approximately 50% low-income zone,post1990,True,True
BUL_6qWBDXdD9xt6MA4RNkY3Cg,BUL,2.0,Approximately 50% low-income zone,1935-1955,True,True
BUL_XFzz5yMy6S2wDTKiXdSeZd,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_6475dPjska6zqdbkD7tHEn,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_CcZcFc7RAiN2Q6qeGyVzaj,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_7RSAsMFRJLyJYz65BsCFft,BUL,12.0,Approximately 50% low-income zone,post1990,True,True
BUL_EPqdDnvCm3uRo39uAVX5Ej,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_LABNHNGGaGFJTPKpabNoen,BUL,6.0,Approximately 50% low-income zone,1972-1990,True,True
BUL_QvfuEc6ZxDqVCgeP3cqZJc,BUL,8.0,Minority low-income zone,post1990,True,True
BUL_eYY7mZJx7qe7p4i3ZSvnGW,BUL,14.0,Majority low-income zone,post1990,True,True
BUL_2BPN42ZDpNiGiDTPXC2Jrg,BUL,12.0,Majority low-income zone,post1990,True,True
BUL_LxsyP3fUgwwJUomV7eex7d,BUL,8.0,Majority low-income zone,post1990,True,True
BUL_YDQnAUCDjTcTWaRsx6Squ2,BUL,22.0,Majority low-income zone,post1990,True,True
BUL_YZzeGtZgi956jYTYRkTyUJ,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_jv5x7PiJRigrEF9hC2sibZ,BUL,14.0,Approximately 50% low-income zone,post1990,True,True
BUL_NacEbUXtfQ7uaZ8Ah4vwtk,BUL,7.0,Minority low-income zone,1956-1971,True,True
BUL_9xHQBB2BizVfRnMZYVP9oy,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_9E7yJhmaxh5uchoU8SSDGo,BUL,8.0,Majority low-income zone,post1990,True,True
BUL_JA7geJnF3XfvYMFtcEp4Bd,BUL,8.0,Majority low-income zone,post1990,True,True
BUL_8ksarayx3rDweWrsaFkUvj,BUL,9.0,Not low-income zone,post1990,True,True
BUL_LSCYN2tJMfef9QVyyWq7MZ,BUL,10.0,Not low-income zone,post1990,True,True
BUL_PX5DGa57nbiaC2YG4GXTko,BUL,12.0,Approximately 50% low-income zone,post1990,True,True
BUL_LNp5XEHBAd2vib8fPVgnom,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_BAeSBJgwwcZBrtdphzpiae,BUL,,Approximately 50% low-income zone,post1990,True,False
BUL_Yku56Wfnbsv6mktoJ5TCkR,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_mW7VBjF7RQX4tDgtYByrEK,BUL,14.0,Majority low-income zone,post1990,True,True
BUL_UtbQxnhJ4R6L8EeBD7h4yS,BUL,10.0,Majority low-income zone,post1990,True,True
BUL_byRyUR3gq8RfMayqANUATu,BUL,8.0,Minority low-income zone,post1990,True,True
BUL_57qsNNhkSMJm9sFKpdRBm8,BUL,7.0,Majority low-income zone,post1990,True,True
BUL_FXeqQSmUN3fUnZZbAe3iFj,BUL,11.0,Approximately 50% low-income zone,post1990,True,True
BUL_nqnYGdMxyZzkQ8gnNCuN3t,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_gYBZHmco6UytUDprmLg5c4,BUL,6.0,Minority low-income zone,post1990,True,True
BUL_Yz4uHoJnJS3krRiXVKgNQG,BUL,,Minority low-income zone,post1990,False,False
BUL_DP4GWJLZiTb8nrh6rBkCks,BUL,6.0,Minority low-income zone,post1990,True,True
BUL_UdurPY2kQo66vX6dB8H8tt,BUL,24.0,Minority low-income zone,post1990,True,True
BUL_Y7zg9TS7gFdGPo99f45PK2,BUL,11.0,Minority low-income zone,post1990,True,True
BUL_LFBUhiXWG3CLEEp2cCboHv,BUL,33.0,Approximately 50% low-income zone,post1990,True,True
BUL_ByQDjyNQB7QVncvxUZixXB,BUL,5.0,Approximately 50% low-income zone,post1990,True,True
BUL_BqmdoCX73FRTy7kLjXe3Pq,BUL,14.0,Approximately 50% low-income zone,post1990,True,True
BUL_DkBYGKmAtmqAs6U5wisBvz,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_F27g5CiRExmzXkfXkL5zvg,BUL,10.0,Not low-income zone,post1990,True,True
BUL_boU4EZjC4PgvyRQsVf4w5F,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_84nwC4VSrCGo4n76PDezNA,BUL,7.0,Approximately 50% low-income zone,post1990,True,True
BUL_FyNCgScNXtKbEuWa2mqYHc,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_exJq8KebgC8t2xPzPMzCiG,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_WfREYx7rBifc8pTjCEzcJV,BUL,,Approximately 50% low-income zone,post1990,True,False
BUL_naj2nMbzT2ZhfRWfCzs4yd,BUL,11.0,Approximately 50% low-income zone,post1990,True,True
BUL_VUUpRyqY4Wwz5sgQUMb5Jn,BUL,12.0,Approximately 50% low-income zone,post1990,True,True
BUL_LgyGUU8DUR5cpZS85DezGF,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_VXG3z59JtsmFvMh9FFkqkE,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_NQ2qWmqZ353PcGX6xqmWAh,BUL,11.0,Majority low-income zone,post1990,True,True
BUL_au7UZeVgaQEi5oWwLqeojM,BUL,13.0,Majority low-income zone,post1990,True,True
BUL_ng8TvXSaXCwmjxLp4NPi8k,BUL,11.0,Majority low-income zone,post1990,True,True
BUL_kdJi6WpsNtH5EAvu4NCy3R,BUL,6.0,Majority low-income zone,1956-1971,True,True
BUL_5rLckQNHsWaB353Tjk7vyc,BUL,10.0,Majority low-income zone,post1990,True,True
BUL_b7yRvXek5pxnyPbDnSjBN6,BUL,10.0,Majority low-income zone,1972-1990,True,True
BUL_5D7nT9kSwBakQDuPKVShRa,BUL,8.0,Minority low-income zone,post1990,True,True
BUL_YTnon4ekoVgnnZPXZqXpEA,BUL,8.0,Majority low-income zone,post1990,True,True
BUL_HG2GSH6oMSHdVTJoA3YeZL,BUL,9.0,Majority low-income zone,post1990,True,True
BUL_bwHJDNMupjeAffka5nneAb,BUL,,Approximately 50% low-income zone,pre1935,True,False
BUL_Nmo3Qw4BuHr5b3MK3QJVof,BUL,,,1972-1990,True,False
BUL_C3TKoZbr8jgDm9Syqj9Bvq,BUL,9.0,Majority low-income zone,post1990,True,True
BUL_eV8FnuqG8xYoBSCT2Zdhqi,BUL,11.0,Minority low-income zone,post1990,True,True
BUL_cEZWkBq4sSXZQThvW3ns4Q,BUL,1.0,Minority low-income zone,pre1935,False,True
BUL_9TEGwyoPuCFP4CsgyEQdYo,BUL,7.0,Minority low-income zone,post1990,True,True
BUL_AkVEwQ4AtPXpVBenjMvX3f,BUL,8.0,Majority low-income zone,post1990,True,True
BUL_bBDc2LKGTvYgPXoznL2XVj,BUL,11.0,Majority low-income zone,post1990,True,True
BUL_PyjkzRpMUs7d8L37yRTxKT,BUL,7.0,Approximately 50% low-income zone,post1990,True,True
BUL_gGpXCd27ZxBE644wdxHJvX,BUL,21.0,Minority low-income zone,post1990,True,True
BUL_W88HdBPUNss399ynkSKN7D,BUL,7.0,Minority low-income zone,post1990,True,True
BUL_kjzCqwGk4DCbdoHY45Lczf,BUL,7.0,Approximately 50% low-income zone,post1990,True,True
BUL_CyNewPDuawRvZyT6aw2gPE,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_ejtivhbsLy9TPUNcR6jxaA,BUL,1.0,Minority low-income zone,1935-1955,True,True
BUL_LjFMZienwZECZ2XksJ7F63,BUL,13.0,Majority low-income zone,post1990,True,True
BUL_kddPhX9vh6Z6vCk8NYpNC7,BUL,21.0,Not low-income zone,post1990,True,True
BUL_8kxm6LfhVAThF7TtvfQQMw,BUL,12.0,Not low-income zone,post1990,True,True
BUL_6CKb4HCymSZaxUUxWh2SeJ,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_L4V7pvKbukkavMKBCsZ7wL,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_j3nidnsfEq2oRfM56fqkUk,BUL,,Approximately 50% low-income zone,1956-1971,True,False
BUL_DfzrLNzZsBg9J4Z97yBPoe,BUL,14.0,Approximately 50% low-income zone,post1990,True,True
BUL_Ud4we25RKQmFq5dKWEUWBj,BUL,12.0,Majority low-income zone,post1990,True,True
BUL_CSPEchUzt7WXkFZ4XL57Ci,BUL,9.0,Majority low-income zone,post1990,True,True
BUL_3tpJ74N4cQmFN4EisX2cEC,BUL,12.0,Majority low-income zone,post1990,True,True
BUL_o9RdQkVxsast2MQbZWGjEM,BUL,13.0,Majority low-income zone,post1990,True,True
BUL_gSY5UysrzLdP2pL748dX2C,BUL,10.0,Majority low-income zone,post1990,True,True
BUL_GF4efiexEUVDvK4p9h2eNA,BUL,8.0,Majority low-income zone,post1990,True,True
BUL_Eq6Y8nCHFrSF42H5MYBZwT,BUL,14.0,Minority low-income zone,post1990,True,True
BUL_7ZMsPijHuQ77G5LTwJC3Wg,BUL,26.0,Minority low-income zone,post1990,True,True
BUL_dYbAEWhMNZkvwxk9z7NTe8,BUL,37.0,Minority low-income zone,post1990,True,True
BUL_gUQLHCuh7LjbMeVnNkE5se,BUL,12.0,Minority low-income zone,post1990,True,True
BUL_8sjUuMMxvEpc6pvwD6wBFS,BUL,11.0,Minority low-income zone,post1990,True,True
BUL_9ANFmgqkYhqhKSZExfP9vt,BUL,,Approximately 50% low-income zone,1956-1971,True,False
BUL_iWsYy6i7ufagEUomX4wDgo,BUL,13.0,Approximately 50% low-income zone,post1990,True,True
BUL_Eq3faReYAYKqhVjjsrEhrG,BUL,,Approximately 50% low-income zone,1956-1971,True,False
BUL_dK868kzyCJLfV7LGxcFW44,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_7iWofckZGnEqW2T2aD9Y7X,BUL,,Approximately 50% low-income zone,1956-1971,True,False
BUL_5M2gH25MmS3qj2mJ3c937j,BUL,13.0,Approximately 50% low-income zone,post1990,True,True
BUL_QWghH3MSXAri3FnBcsNFdT,BUL,50.0,Minority low-income zone,post1990,True,True
BUL_H9NYmsqzASuVpTBqu6J6NW,BUL,,Not low-income zone,post1990,True,False
BUL_CGmt3hNg6kgT7pJ7NsimyU,BUL,14.0,Approximately 50% low-income zone,post1990,True,True
BUL_oTfqZiMEegNmQamVrMTsmT,BUL,9.0,Not low-income zone,post1990,True,True
BUL_jB6E7nSCRHQPmYXZpxcgmG,BUL,11.0,Approximately 50% low-income zone,post1990,True,True
BUL_ibhiSC582EHK49JwdqcheF,BUL,11.0,Approximately 50% low-income zone,post1990,True,True
BUL_AnDJVn7gMrUvwAHWcJMvg3,BUL,7.0,Approximately 50% low-income zone,post1990,True,True
BUL_8ccDWh9QFJUj7Hm27uWDcq,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_DhRGkpkgacS7f66abYkmBb,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_CgXDWiiygTfftbdmWrf8ie,BUL,4.0,Approximately 50% low-income zone,post1990,True,True
BUL_3fMBDot9ymo6sKcdceYARr,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_Zu5oCUFaYrnCSjzYgcD5Jc,BUL,8.0,Majority low-income zone,post1990,True,True
BUL_MukMCNAjtkaLmiWdWkhd8D,BUL,10.0,Majority low-income zone,post1990,True,True
BUL_HbEaRy8KM59CBHh6UJ3scj,BUL,10.0,Approximately 50% low-income zone,post1990,True,True
BUL_DyRdrW9KzUo6ZGxmEF8T3v,BUL,12.0,Approximately 50% low-income zone,post1990,True,True
BUL_3WR2E23Bpr7yQYRj37Euce,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_mzPfYKkLPWvijPW4cA43qg,BUL,,Approximately 50% low-income zone,post1990,True,False
BUL_ULAPSU6aHgyuN86oHdyj7Q,BUL,1.0,Approximately 50% low-income zone,post1990,True,True
BUL_jPUCUegrYW53ocBwQMPCaW,BUL,9.0,Approximately 50% low-income zone,post1990,False,True
BUL_GP2J82Bt2pWMhNCszaFhCs,BUL,11.0,Majority low-income zone,post1990,True,True
BUL_n8ASVGnegePctkAHDaDqyG,BUL,2.0,Minority low-income zone,pre1935,True,True
BUL_FRv9kfQSkSev7XN38WUoy7,BUL,1.0,Majority low-income zone,1935-1955,True,True
BUL_eeojqmHF8H8fVvyRec5jF3,BUL,,Minority low-income zone,post1990,True,False
BUL_MjM33tAHwDzVmTRZxcc3VJ,BUL,7.0,Minority low-income zone,post1990,True,True
BUL_n64RzFyDfbDJXox6pnu6a7,BUL,12.0,Not low-income zone,post1990,True,True
BUL_4Hs7J9QEgMu4dsetLpTut8,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_CpEqBxT2AnqtJN3ykmimh9,BUL,9.0,Majority low-income zone,post1990,False,True
BUL_KtiFCxxaduigDxNTVtzr9S,BUL,4.0,Approximately 50% low-income zone,1956-1971,False,True
BUL_ZnRnvkwZiRfxmqen2pofY2,BUL,12.0,Approximately 50% low-income zone,post1990,True,True
BUL_SUCA4h2k5R9Wg6yHiJG8EF,BUL,13.0,Approximately 50% low-income zone,post1990,True,True
BUL_nxYHvM69pKGZSSQQdF5zdH,BUL,11.0,Approximately 50% low-income zone,post1990,True,True
BUL_kHfMyamVHzaxGR4gq83aC8,BUL,10.0,Not low-income zone,post1990,True,True
BUL_S7aFYNCMURKG6uAgG6LrSK,BUL,9.0,Minority low-income zone,1935-1955,True,True
BUL_DByc4yrqgTPWRwKqDDf2u9,BUL,23.0,Not low-income zone,post1990,True,True
BUL_Kf5G6AZfTatNSjhQTbZ9vo,BUL,5.0,Not low-income zone,post1990,True,True
BUL_GRcGTQwNfZPaQS9K5BB54p,BUL,3.0,Not low-income zone,pre1935,True,True
BUL_UPuDh26ihRvQ8QkAcDs6Ua,BUL,,Not low-income zone,1935-1955,True,False
BUL_54aQFyypJnPbWEoP8qkQWa,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_hGmbX9nkYgP8QJW8zpCVDU,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_UFV9bTnonmWfw36qjRHN2t,BUL,,Approximately 50% low-income zone,post1990,True,False
BUL_DkmNCCoBUD3LfodzjsYVmj,BUL,,,post1990,True,False
BUL_9ZbC2gqzhHziNVGqWcoTLb,BUL,,Approximately 50% low-income zone,post1990,True,False
BUL_bjci89oQRRDTf5SMnYQ4Vf,BUL,9.0,Minority low-income zone,post1990,True,True
BUL_EG5JHbX3UQq7thsJ2znWAt,BUL,12.0,Approximately 50% low-income zone,post1990,True,True
BUL_nkBzrGd3ypd7HkukavUQqZ,BUL,13.0,Approximately 50% low-income zone,post1990,True,True
BUL_HtjXsLEVnviroZvLw6tVsh,BUL,,,1935-1955,False,False
BUL_ZCsC327KmYWPPmLkRHhDMb,BUL,7.0,Approximately 50% low-income zone,post1990,True,True
BUL_9o7KNyfnKH3GvWmUA7xRSA,BUL,,,post1990,True,False
BUL_Vn3UvYQVzuJHhC7mNWnS4V,BUL,12.0,Approximately 50% low-income zone,post1990,True,True
BUL_2FBzSu3wYTuLnoMhjdkNZF,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_jWFK8di9kgdS9zpfADsLd4,BUL,,Approximately 50% low-income zone,post1990,True,False
BUL_Xvi3XSFbFBy6WBYuHwJdg4,BUL,,Approximately 50% low-income zone,post1990,True,False
BUL_ZUyEgXkuFjJzmFKdKduFtw,BUL,12.0,Approximately 50% low-income zone,post1990,True,True
BUL_fGRDMuHZFpvvpgN7pWtYs3,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_gU5L9XEXmvx6L5wsD6bsa7,BUL,12.0,Majority low-income zone,post1990,True,True
BUL_bXB5KkUL6x3bSK339VxqYH,BUL,,Majority low-income zone,1956-1971,True,False
BUL_SuYgS3ztYtRaQHMZuAixxo,BUL,14.0,Minority low-income zone,post1990,True,True
BUL_BHHW3onptHQDLuShGJKqSh,BUL,6.0,Approximately 50% low-income zone,post1990,True,True
BUL_H8KUPKka9VhEqN3XZfwCvv,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_TDTPVBwskWKqGyPzuvp44J,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_9iBbW9cLz2o7RcpJjHkWaJ,BUL,9.0,Not low-income zone,post1990,True,True
BUL_oJ4fQaLSy4hwrA4vXjW7wi,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_fmbRwLpPWK7Jn34oUeuHf2,BUL,2.0,Approximately 50% low-income zone,pre1935,True,True
BUL_Mm6SzKMPHvZypFiSS22Ctq,BUL,3.0,Not low-income zone,post1990,True,True
BUL_46d8sEwhUViDUjVmLwZyfN,BUL,11.0,Not low-income zone,post1990,True,True
BUL_YKR7xMjW7Mwwvzut9eEuQh,BUL,11.0,Not low-income zone,post1990,True,True
BUL_JGkkrBPmtwE4DSFzNDfSgq,BUL,9.0,Not low-income zone,post1990,True,True
BUL_J2yTcpvRcTsb6gFeRxw3eS,BUL,14.0,Not low-income zone,post1990,True,True
BUL_oW3nAnW6Bi9YEbxAHVsMsu,BUL,13.0,Approximately 50% low-income zone,post1990,True,True
BUL_nah9jVwNfaNCYRYpTDkerp,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_mgLbzBy6SRkoJYBhzxR8p3,BUL,,Approximately 50% low-income zone,post1990,True,False
BUL_RuqW49jbmgJqWAcatwDUTv,BUL,14.0,Approximately 50% low-income zone,post1990,True,True
BUL_mwkvEm6je6GgUst2HTwfjw,BUL,8.0,Approximately 50% low-income zone,post1990,True,True
BUL_JK5mewXbk49Thc2qZCTFJs,BUL,2.0,Approximately 50% low-income zone,1956-1971,False,True
BUL_S4pvNwFYF9i5YP9f87LDBE,BUL,,Majority low-income zone,post1990,True,False
BUL_bbGC82SoMbenbGjdnkwpp6,BUL,13.0,Majority low-income zone,post1990,True,True
BUL_ddeWkVSAd7E9dSZ7hN85z4,BUL,10.0,Majority low-income zone,post1990,True,True
BUL_gtMCKU8TbFmUE6jBs5ofnE,BUL,9.0,Approximately 50% low-income zone,post1990,True,True
BUL_CQA3hormdm9dght8Zwctid,BUL,,,post1990,True,False
BUL_8DYwcZ4UPfXcKoeCRUXk2j,BUL,7.0,Approximately 50% low-income zone,post1990,True,True
BUL_TuwtM8uRTEuGjF8DH6gLZV,BUL,8.0,Minority low-income zone,post1990,True,True
BUL_8rhD4hbVpKb3y7srKMomJw,BUL,6.0,Not low-income zone,post1990,True,True
BUL_g7EgyjTrAHDUvfYFQvsLBU,BUL,11.0,Minority low-income zone,post1990,True,True
BUL_TPbw6yCwf95GshsWw3cgNH,BUL,10.0,Minority low-income zone,post1990,True,True
BUL_TdzW3q242yHExQgiTC9Zut,BUL,11.0,Minority low-income zone,post1990,True,True
BUL_RGfAYzNVodAwjhG4DXwoD9,BUL,10.0,Minority low-income zone,post1990,True,True
BUL_bFrgu9bPsfCr2PnM8QT2oh,BUL,12.0,Minority low-income zone,post1990,True,True
BUL_Dd9aYihAbsNK8SXcjrAvLK,BUL,11.0,Minority low-income zone,post1990,True,True
